price,Locality,Area,Possession Status,Furnishing Status,Number of Rooms,Number of Bathroom,Number of Parking,View /Facing,Floor No.,Additional Rooms,Age of Property (Years),Total Floor Count,clustering
40.0,Mallampet,1150.0,Ready To Move,Semi-Furnished,2,2,1,West,2.0,Pooja Room,5-7,5.0,premium
130.0,Vidyanagar,1381.0,Ready To Move,Furnished,3,3,1,East,18.0,"Pooja Room,Study Room",0-1,5.0,low
68.0,Kompally,1180.0,Under Construction,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
85.0,Kompally,1520.0,Ready To Move,Unfurnished,3,2,1,East,5.0,"Pooja Room,Study Room",5-7,5.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,3,3,2,North East,3.0,Pooja Room,0-1,5.0,low
44.8,Ghatkesar,1120.0,Under Construction,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,14.0,premium
45.0,Chanda Nagar,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,1.0,Pooja Room,10+,4.0,premium
28.0,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,5.0,premium
110.00000000000001,Kondapur,1640.0,Ready To Move,Semi-Furnished,3,3,1,East,1.0,Pooja Room,2-4,5.0,low
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North East,3.0,Pooja Room,0-1,5.0,high
49.43,Patancheru,1150.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,12.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,3,3,1,West,3.0,Pooja Room,0-1,5.0,low
140.0,Manikonda,2237.1499999999996,Ready To Move,Furnished,4,4,1,West,3.0,Pooja Room,0-1,20.0,high
39.15,Bacharam,1450.0,Under Construction,Unfurnished,3,3,1,West,3.0,Pooja Room,0-1,5.0,low
112.00000000000001,Suchitra,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,20.0,high
76.2,Kondapur,1270.0,Ready To Move,Unfurnished,2,2,2,East,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
140.0,Lb Nagar,2237.1499999999996,Ready To Move,Unfurnished,3,3,1,East,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,high
43.2,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
50.0,Miyapur,1000.0,Under Construction,Unfurnished,2,2,1,South,3.0,Pooja Room,0-1,5.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
125.0,Yapral,1850.0,Ready To Move,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,1.0,high
70.0,Manikonda,1200.0,Ready To Move,Furnished,2,2,1,East,1.0,Pooja Room,8-10,5.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
128.0,Suchitra,1974.0,Ready To Move,Unfurnished,3,3,2,East,1.0,Pooja Room,0-1,5.0,high
40.3,Bowrampet,1120.0,Ready To Move,Semi-Furnished,2,2,1,West,5.0,Pooja Room,0-1,9.0,premium
140.0,Yapral,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,4.0,Pooja Room,0-1,8.0,high
112.00000000000001,Safilguda,1675.0,Under Construction,Unfurnished,3,3,2,East,1.0,Pooja Room,0-1,10.0,low
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
42.56,Gowrelly,1058.0,Ready To Move,Unfurnished,2,2,3,West,6.0,Pooja Room,2-4,5.0,premium
31.86,Bacharam,1180.0,Under Construction,Unfurnished,2,2,1,West,2.0,Pooja Room,0-1,5.0,premium
43.2,Bowrampet,1200.0,Under Construction,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
62.0,Patancheru,1100.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
43.2,Bowrampet,1200.0,Under Construction,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,9.0,premium
70.06,Mallapur,1557.0,Ready To Move,Unfurnished,3,3,2,West,2.0,Study Room,0-1,5.0,low
130.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North East,5.0,Pooja Room,0-1,5.0,high
75.0,Narsingi,1200.0,Ready To Move,Unfurnished,2,2,1,North,3.0,"Pooja Room,Servant Room,Study Room",2-4,3.0,premium
46.0,Chanda Nagar,1150.0,Ready To Move,Semi-Furnished,2,2,1,East,8.0,Study Room,0-1,8.0,premium
140.0,Yapral,2237.1499999999996,Under Construction,Unfurnished,3,3,2,West,3.0,Pooja Room,0-1,5.0,high
134.0,Kompally,2237.1499999999996,Ready To Move,Unfurnished,3,3,2,East,3.0,Pooja Room,0-1,5.0,high
45.0,Kompally,1000.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,4.0,premium
60.0,Patancheru,1100.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,2.0,premium
46.0,Bachupally,1260.0,Under Construction,Semi-Furnished,2,2,1,West,6.0,Pooja Room,0-1,8.0,premium
40.6,Patancheru,1015.0,Under Construction,Unfurnished,2,2,1,North East,2.0,Pooja Room,0-1,10.0,premium
39.82,Bacharam,1475.0,Under Construction,Unfurnished,3,3,1,West,4.0,Pooja Room,0-1,5.0,low
43.05,Bowrampet,1230.0,Ready To Move,Semi-Furnished,2,2,1,West,5.0,Pooja Room,0-1,9.0,premium
34.2,Suraram,1140.0,Under Construction,Unfurnished,2,2,1,East,2.0,Study Room,0-1,4.0,premium
50.5,Edulanagulapalle,1350.0,Ready To Move,Unfurnished,2,2,1,North,1.0,Pooja Room,5-7,3.0,low
63.0,Habsiguda,1035.0,Ready To Move,Unfurnished,2,2,2,East,1.0,Pooja Room,5-7,4.0,premium
140.0,Kondapur,2237.1499999999996,Ready To Move,Unfurnished,3,3,1,East,1.0,Pooja Room,0-1,5.0,high
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,East,1.0,Pooja Room,0-1,5.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,North,1.0,Pooja Room,0-1,5.0,premium
26.86,Medchal,1075.0,Under Construction,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,5.0,premium
45.0,Bacharam,1450.0,Under Construction,Unfurnished,3,3,2,North East,3.0,Pooja Room,0-1,5.0,low
41.85,Bacharam,1550.0,Under Construction,Unfurnished,3,3,1,West,4.0,Pooja Room,0-1,5.0,low
78.0,Miyapur,1150.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
62.4,Pragathi Nagar,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
43.66,Bowrampet,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
62.5,Kompally,1250.0,Ready To Move,Unfurnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
58.0,Gajularamaram,1180.0,Ready To Move,Semi-Furnished,2,2,1,North,4.0,Pooja Room,0-1,5.0,premium
59.0,Gajularamaram,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
43.2,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
44.4,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,9.0,premium
62.0,Miyapur,1060.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
140.0,Manikonda,2060.0,Ready To Move,Semi-Furnished,3,3,1,East,3.0,Pooja Room,2-4,20.0,high
47.0,Pragathi Nagar,1058.0,Under Construction,Semi-Furnished,2,2,1,North,3.0,Pooja Room,0-1,5.0,premium
54.0,Bachupally,1350.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,3,3,1,West,4.0,Pooja Room,0-1,5.0,low
50.0,Bandlaguda Jagir,1050.0,Ready To Move,Semi-Furnished,2,2,1,Park Facing,18.0,"Servant Room,Study Room,Extra Room",0-1,4.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,North,2.0,Pooja Room,0-1,5.0,premium
70.0,Dundigal,1100.0,Ready To Move,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,3.0,premium
55.0,Loyapally,1150.0,Ready To Move,Unfurnished,2,2,3,East,3.0,Pooja Room,2-4,5.0,premium
43.2,Mallampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
140.0,Bandlaguda Jagir,1000.0,Ready To Move,Unfurnished,3,2,2,South West,6.0,Pooja Room,2-4,9.0,premium
58.5,Ecil,1000.0,Ready To Move,Unfurnished,2,2,1,North,4.0,Pooja Room,10+,6.0,premium
30.26,Bacharam,1121.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
43.8,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
73.98,Miyapur,1370.0,Ready To Move,Semi-Furnished,2,2,1,East,2.0,Pooja Room,2-4,7.0,low
46.53,Pragathi Nagar,1258.0,Under Construction,Unfurnished,2,2,2,East,3.0,Pooja Room,0-1,20.0,premium
40.88,Bowrampet,1120.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
41.62,Bowrampet,1125.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
85.0,Trimulgherry,1800.0,Ready To Move,Furnished,3,2,1,North,5.0,"Pooja Room,Study Room",10+,7.0,low
75.98,Puppalaguda,1310.0,Ready To Move,Unfurnished,3,4,1,North East,2.0,Study Room,0-1,5.0,premium
30.14,Patancheru,1040.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,12.0,premium
70.0,Patancheru,1100.0,Under Construction,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,3.0,premium
87.5,Alkapoor,1590.0,Under Construction,Unfurnished,3,3,1,North,4.0,Pooja Room,0-1,5.0,low
43.18,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
30.64,Bacharam,1135.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
84.0,Vanastali Puram,1620.0,Under Construction,Unfurnished,3,3,1,North,1.0,"Pooja Room,Study Room",0-1,5.0,low
40.0,Kowkoor,1010.0,Under Construction,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,5.0,premium
103.0,Shamshabad,1150.0,Under Construction,Unfurnished,3,3,3,North,3.0,Pooja Room,2-4,3.0,premium
33.53,Medchal,1525.0,Under Construction,Unfurnished,3,3,1,North East,18.0,Pooja Room,0-1,5.0,low
60.29,Nagole,1058.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Servant Room,0-1,4.0,premium
30.24,Bacharam,1120.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
31.48,Shamirpet,1050.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,8.0,premium
113.99999999999999,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,West,2.0,Pooja Room,0-1,20.0,high
55.0,Safilguda,1000.0,Ready To Move,Unfurnished,2,2,1,South East,1.0,"Pooja Room,Study Room",0-1,3.0,premium
37.48,Kollur,1250.0,Under Construction,Unfurnished,2,2,1,North,2.0,Pooja Room,0-1,20.0,premium
39.0,Uppal,850.0,Ready To Move,Furnished,2,2,1,East,2.0,Pooja Room,10+,4.0,premium
47.04,Patancheru,980.0,Ready To Move,Unfurnished,2,2,1,North,3.0,Pooja Room,0-1,7.0,premium
77.99,Hafeezpet,1258.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
39.42,Bacharam,1460.0,Under Construction,Unfurnished,3,3,2,West,3.0,Pooja Room,0-1,5.0,low
86.25,Gachibowli,1150.0,Ready To Move,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room",0-1,5.0,premium
50.0,Chandanagar,1260.0,Under Construction,Semi-Furnished,2,2,1,North,4.0,Pooja Room,0-1,6.0,premium
72.0,Bachupally,1200.0,Under Construction,Unfurnished,3,3,1,East,4.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
112.99999999999999,Kompally,1900.0,Under Construction,Unfurnished,3,3,2,South East,4.0,Pooja Room,0-1,5.0,high
44.28,Bowrampet,1230.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
42.48,Bowrampet,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
43.18,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
49.5,Gandamguda,1150.0,Ready To Move,Unfurnished,2,2,3,West,1.0,Pooja Room,2-4,3.0,premium
76.26,Kondapur,1230.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
40.0,Ghatkesar,1150.0,Ready To Move,Unfurnished,2,2,1,East,3.0,"Pooja Room,Servant Room,Study Room",2-4,5.0,premium
50.23,Shamirpet,1932.0,Under Construction,Unfurnished,3,3,2,East,7.0,Servant Room,0-1,9.0,high
76.26,Kondapur,1230.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
49.0,Tellapur,1400.0,Under Construction,Unfurnished,2,2,2,East,4.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,5.0,low
59.0,Tellapur,1100.0,Under Construction,Unfurnished,2,2,1,Lake View,18.0,Pooja Room,0-1,5.0,premium
50.0,Dundigal,1200.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,3.0,premium
46.57,Pragathi Nagar,1259.0,Ready To Move,Semi-Furnished,2,2,1,East,9.0,Pooja Room,0-1,20.0,premium
140.0,Manikonda,2237.1499999999996,Ready To Move,Furnished,3,2,1,West,18.0,Pooja Room,2-4,20.0,high
57.0,Miyapur,1140.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,6.0,premium
60.5,Kondapur,1210.0,Under Construction,Unfurnished,2,2,1,North,2.0,Study Room,0-1,5.0,premium
61.18,Velmala,2237.1499999999996,Under Construction,Unfurnished,3,2,2,East,5.0,Servant Room,0-1,9.0,high
42.09,Bacharam,1559.0,Under Construction,Unfurnished,3,3,1,North,4.0,Pooja Room,0-1,5.0,low
94.25,Bachupally,1000.0,Ready To Move,Unfurnished,4,2,1,South East,2.0,"Pooja Room,Study Room",2-4,5.0,premium
36.0,Bahadurpally,1200.0,Under Construction,Unfurnished,2,2,1,East,1.0,Study Room,0-1,4.0,premium
56.0,Kapra,1120.0,Under Construction,Unfurnished,2,2,1,South East,1.0,Pooja Room,0-1,5.0,premium
67.65,Peerzadiguda,1230.0,Under Construction,Unfurnished,2,2,2,North West,1.0,Pooja Room,0-1,5.0,premium
60.0,Miyapur,1140.0,Under Construction,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
43.2,Bowrampet,1200.0,Under Construction,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,9.0,premium
38.5,Gajularamaram,1100.0,Under Construction,Unfurnished,2,2,1,East,2.0,Study Room,0-1,5.0,premium
29.3,Shamirpet,1127.0,Under Construction,Unfurnished,2,2,2,East,4.0,Servant Room,0-1,9.0,premium
51.0,Bollaram,1250.0,Under Construction,Unfurnished,2,2,3,East,4.0,Pooja Room,2-4,3.0,premium
49.5,Chengicherla,1150.0,Ready To Move,Unfurnished,2,2,3,North,7.0,Pooja Room,2-4,4.0,premium
45.0,Edulanagulapalle,1050.0,Ready To Move,Unfurnished,2,2,2,South,5.0,Pooja Room,2-4,6.0,premium
60.0,Shamirpet,1050.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,3.0,premium
68.0,Patancheru,1065.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,14.0,premium
31.3,Patancheru,1160.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,8.0,premium
50.0,Old Bowenpally,1120.0,Ready To Move,Semi-Furnished,2,2,1,North,3.0,Pooja Room,10+,4.0,premium
60.0,Bachupally,1200.0,Ready To Move,Semi-Furnished,2,2,2,East,4.0,Pooja Room,0-1,5.0,premium
115.99999999999999,Suchitra,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,2.0,"Pooja Room,Study Room",0-1,20.0,high
47.74,Velmala,1705.0,Under Construction,Unfurnished,3,3,2,East,3.0,Servant Room,0-1,9.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,3,2,1,North West,2.0,Pooja Room,0-1,5.0,low
68.28,Gopanpally,1821.0,Under Construction,Semi-Furnished,3,3,1,East,18.0,Pooja Room,0-1,12.0,low
48.0,Miyapur,1058.0,Under Construction,Unfurnished,2,2,1,Park Facing,2.0,Pooja Room,0-1,6.0,premium
48.0,Patighanpur,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,East,1.0,Pooja Room,0-1,5.0,premium
30.51,Bacharam,1130.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
106.0,Nacharam,1735.0,Under Construction,Unfurnished,3,3,3,West,9.0,Extra Room,0-1,12.0,low
45.0,Boduppal,1200.0,Ready To Move,Furnished,2,2,1,East,4.0,"Pooja Room,Study Room",8-10,5.0,premium
43.18,Bowrampet,1200.0,Ready To Move,Semi-Furnished,2,1,2,West,6.0,Pooja Room,0-1,9.0,premium
77.17,Kompally,1575.0,Under Construction,Unfurnished,3,2,1,East,2.0,Study Room,0-1,4.0,low
24.18,Medchal,1100.0,Under Construction,Unfurnished,2,2,1,North East,18.0,Pooja Room,0-1,5.0,premium
125.0,Manikonda,1573.0,Ready To Move,Semi-Furnished,3,3,1,West,18.0,Pooja Room,0-1,20.0,low
30.0,Siddipet,1150.0,Under Construction,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,6.0,premium
40.6,Bacharam,1450.0,Under Construction,Unfurnished,3,3,1,East,3.0,Pooja Room,0-1,5.0,low
45.0,Kadthal,950.0,Ready To Move,Unfurnished,2,2,2,East,5.0,Pooja Room,5-7,5.0,premium
113.99999999999999,Kondapur,1525.0,Under Construction,Unfurnished,3,3,1,East,1.0,"Pooja Room,Extra Room",0-1,10.0,low
36.0,Suraram,1000.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,2-4,6.0,premium
33.6,Velmala,1200.0,Under Construction,Unfurnished,3,2,2,East,1.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,5.0,premium
134.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North East,1.0,Pooja Room,0-1,1.0,high
47.0,Kphb,1058.0,Under Construction,Semi-Furnished,2,2,1,Park Facing,3.0,"Pooja Room,Study Room",0-1,6.0,premium
48.0,Miyapur,1100.0,Under Construction,Unfurnished,2,2,1,Park Facing,2.0,Pooja Room,0-1,4.0,premium
32.84,Ghatkesar,1060.0,Under Construction,Unfurnished,2,2,1,East,4.0,"Pooja Room,Study Room",0-1,12.0,premium
49.0,Patancheru,1058.0,Under Construction,Unfurnished,2,2,1,North,3.0,Pooja Room,0-1,6.0,premium
70.0,Khairatabad,1225.0,Ready To Move,Unfurnished,3,3,1,East,4.0,Study Room,2-4,5.0,premium
51.07,Kowkoor,1135.0,Ready To Move,Unfurnished,2,2,2,East,2.0,Study Room,0-1,3.0,premium
68.75,Kphb,1250.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
48.5,Chengicherla,1230.0,Ready To Move,Unfurnished,2,2,2,North East,3.0,Pooja Room,2-4,4.0,premium
57.5,Patancheru,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
54.0,Patancheru,1200.0,Under Construction,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
61.0,Pragathi Nagar,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,premium
61.0,Pragathi Nagar,1230.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
57.5,Patancheru,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
54.0,Patancheru,1200.0,Under Construction,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
54.0,Miyapur,1050.0,Under Construction,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
30.29,Bacharam,1122.0,Under Construction,Unfurnished,2,1,3,West,3.0,Pooja Room,0-1,5.0,premium
61.0,Pragathi Nagar,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
62.0,Bachupally,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,2.0,Pooja Room,0-1,5.0,premium
140.0,Mokila,2237.1499999999996,Under Construction,Unfurnished,4,3,3,East,1.0,"Pooja Room,Servant Room,Study Room",0-1,20.0,high
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,1.0,premium
50.74,Chanda Nagar,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
133.0,Safilguda,2010.0,Under Construction,Unfurnished,3,3,2,East,2.0,Study Room,0-1,1.0,high
59.0,Bachupally,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
100.0,Peerzadiguda,1950.0,Under Construction,Unfurnished,3,3,2,West,1.0,Pooja Room,0-1,1.0,high
70.0,Shamirpet,1200.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,2.0,premium
60.48,Miyapur,1120.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,20.0,high
60.0,Bachupally,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
39.31,Bacharam,1456.0,Under Construction,Unfurnished,3,3,1,West,4.0,Pooja Room,0-1,5.0,low
100.0,Kondapur,1850.0,Ready To Move,Semi-Furnished,3,3,1,West,5.0,Pooja Room,5-7,5.0,high
62.79,Kowkoor,1365.0,Ready To Move,Furnished,3,3,2,South West,1.0,Study Room,2-4,4.0,low
107.0,Saidabad,1475.0,Under Construction,Unfurnished,3,2,1,North,5.0,Pooja Room,0-1,5.0,low
112.00000000000001,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,1.0,Pooja Room,0-1,20.0,high
140.0,Alkapoor,1996.0,Ready To Move,Semi-Furnished,3,3,1,West,5.0,Pooja Room,2-4,5.0,high
70.3,Peerzadiguda,1352.0,Under Construction,Unfurnished,2,2,1,North West,2.0,Pooja Room,0-1,5.0,low
140.0,Manikonda,2237.1499999999996,Ready To Move,Furnished,3,3,1,West,18.0,"Pooja Room,Study Room",2-4,20.0,high
58.0,Miyapur,1050.0,Under Construction,Semi-Furnished,2,2,1,North,3.0,Pooja Room,0-1,5.0,premium
87.5,Tellapur,2237.1499999999996,Under Construction,Unfurnished,3,3,1,West,3.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,5.0,high
74.23,Miyapur,1350.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,2-4,2.0,low
65.0,A S Rao Nagar,1000.0,Under Construction,Unfurnished,2,2,1,South,2.0,Pooja Room,0-1,5.0,premium
68.77,A S Rao Nagar,1058.0,Under Construction,Unfurnished,2,2,1,Park Facing,2.0,Pooja Room,0-1,5.0,premium
68.77,A S Rao Nagar,1058.0,Under Construction,Unfurnished,2,2,1,Park Facing,2.0,Pooja Room,0-1,5.0,premium
56.0,Gajularamaram,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
89.0,Kokapet,1200.0,Ready To Move,Semi-Furnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
28.54,Isnapur,1190.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Pooja Room,Servant Room,Study Room,Extra Room",2-4,4.0,premium
96.0,Kondapur,1600.0,Ready To Move,Unfurnished,3,3,1,North,5.0,Pooja Room,0-1,1.0,low
130.0,Kokapet,1900.0,Under Construction,Unfurnished,3,3,1,East,5.0,"Pooja Room,Study Room",0-1,10.0,high
89.99,Nagole,1320.0,Ready To Move,Semi-Furnished,3,3,3,East,18.0,Pooja Room,0-1,5.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,3,3,2,North East,3.0,Pooja Room,0-1,5.0,low
50.0,Muthangi,1050.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,7.0,premium
75.61,Kompally,1492.0,Ready To Move,Unfurnished,3,2,1,West,2.0,"Pooja Room,Study Room",0-1,5.0,low
101.0,Kokapet,2237.1499999999996,Under Construction,Unfurnished,3,3,1,East,18.0,"Pooja Room,Servant Room,Study Room,Extra Room",2-4,20.0,high
70.5,Bachupally,1500.0,Ready To Move,Unfurnished,3,3,2,North,5.0,Pooja Room,0-1,5.0,low
48.0,Miyapur,1058.0,Under Construction,Semi-Furnished,2,2,1,Park Facing,2.0,Pooja Room,0-1,6.0,premium
36.23,Kollur,1250.0,Under Construction,Unfurnished,2,2,1,East,4.0,"Pooja Room,Study Room,Extra Room",0-1,15.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
85.0,Kondapur,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
75.0,Shamirpet,1200.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,4.0,premium
70.56,Kowkoor,1568.0,Ready To Move,Unfurnished,3,2,2,South East,1.0,Pooja Room,0-1,4.0,low
41.25,Bacharam,1650.0,Under Construction,Unfurnished,3,3,2,East,18.0,"Pooja Room,Servant Room,Extra Room",0-1,5.0,low
33.75,Bacharam,1250.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
69.3,Kondapur,1260.0,Under Construction,Unfurnished,2,2,1,North East,4.0,Pooja Room,0-1,11.0,premium
130.0,Kondapur,2010.0,Under Construction,Unfurnished,3,3,3,North East,8.0,"Pooja Room,Extra Room",0-1,12.0,high
39.0,Shamirpet,1500.0,Under Construction,Unfurnished,3,3,2,East,6.0,Servant Room,0-1,9.0,low
42.56,Bowrampet,1120.0,Under Construction,Semi-Furnished,2,2,1,East,3.0,Pooja Room,0-1,9.0,premium
29.7,Bacharam,1100.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
89.0,Gachibowli,1471.0,Ready To Move,Unfurnished,3,3,1,East,4.0,Pooja Room,0-1,5.0,low
34.65,Adibatla,1050.0,Under Construction,Unfurnished,2,2,2,East,18.0,"Pooja Room,Study Room",0-1,8.0,premium
